what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333247120542
error,log,,,"Unhandled event loop exception",1333247120545
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333247125856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247155421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247155659
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247155862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333247161674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247162159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1333247167764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333247178475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247179146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247182097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1333247185280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333247187851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247188244
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247203184
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333247207409
activated,view,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms.views.LogCatView",1333247224758
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333247226013
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333247226269
opened,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247227373
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247227502
activated,view,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms.views.LogCatView",1333247227578
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333247231449
error,log,,,"Unhandled event loop exception",1333247231452
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333247233857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247253335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247253546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247253863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247254046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247254225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247254414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247254594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247254813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247254961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247255143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333247255302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333247262054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247263006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247265449
activated,view,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms.views.LogCatView",1333247269221
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333247275212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247275232
error,log,,,"An internal error has occurred.",1333247275278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247275489
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333247275500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247290584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247290632
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333247291437
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333247294645
error,log,,,"Unhandled event loop exception",1333247405835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247437074
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247438960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247440122
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247500222
opened,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247508737
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247508804
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.add.block.comment",1333247515548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333247518108
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.add.block.comment",1333247523715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333247525856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247526690
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333247526978
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247529017
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333247537146
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1333247537209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247540736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247551482
opened,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247553380
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247553428
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247555239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333247556045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333247556538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333247556930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333247557328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247558957
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333247562155
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247562373
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1333247565575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333247566359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333247566718
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333247568368
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333247569782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247580668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247593471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333247794732
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333247938023
error,log,,,"Unhandled event loop exception",1333248334376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248343673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248345931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248347457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248352784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248354429
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248358146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248358247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248358275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248358389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248358426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248358945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248359976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248362956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248363449
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248370038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248370935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248371913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248402668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248457943
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333248464508
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333248464710
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333248467709
opened,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333248468102
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333248468187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333248476057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248512653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248985428
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333248989249
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1333248989951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333248991869
error,log,,,"Internal Error",1333248993015
error,log,,,"Problems encountered while deleting resources.",1333248993019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249003794
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333249003802
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333249007402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249010558
error,log,,,"Internal Error",1333249011290
error,log,,,"Problems encountered while deleting resources.",1333249011296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249017127
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333249017137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333249017164
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333249019579
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333249021048
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333249024128
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249028109
error,log,,,"Internal Error",1333249029232
error,log,,,"Problems encountered while deleting resources.",1333249029236
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249038763
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333249038788
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249039730
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249041255
error,log,,,"Unhandled event loop exception",1333249041565
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333249041721
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333249043850
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249046430
error,log,,,"Internal Error",1333249047289
error,log,,,"Problems encountered while deleting resources.",1333249047292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249048084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333249048105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249049448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249050686
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333249051000
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1333249051308
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1333249051723
stopped,bundle,org.eclipse.mylyn.pde.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.pde.ui",1333249051723
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1333249051723
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20110516,"org.eclipse.pde.ds.ui",1333249051739
stopped,bundle,org.eclipse.pde.runtime,3.4.201.v20110819-0851,"org.eclipse.pde.runtime",1333249051754
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1333249051799
stopped,bundle,org.eclipse.pde.ui.templates,3.4.400.v20110516,"org.eclipse.pde.ui.templates",1333249051820
stopped,bundle,org.eclipse.rap.ui.launch,1.4.1.20110914-1945,"org.eclipse.rap.ui.launch",1333249051835
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1333249143064
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1333249143065
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1333249143097
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1333249143241
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1333249143301
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1333249143383
