what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333207177225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333207182600
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333207190578
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.layout.LayoutEditor",1333207190803
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333207222462
error,log,,,"Unhandled event loop exception",1333207228643
error,log,,,"Unhandled event loop exception",1333207228647
error,log,,,"Unhandled event loop exception",1333207229467
error,log,,,"Unhandled event loop exception",1333207233255
error,log,,,"Unhandled event loop exception",1333207233260
error,log,,,"Unhandled event loop exception",1333207233972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1333207234894
error,log,,,"Unhandled event loop exception",1333207235395
error,log,,,"Unhandled event loop exception",1333207235399
error,log,,,"Unhandled event loop exception",1333207239017
error,log,,,"Unhandled event loop exception",1333207244613
error,log,,,"Unhandled event loop exception",1333207245978
error,log,,,"Unhandled event loop exception",1333207246975
error,log,,,"Unhandled event loop exception",1333207248980
error,log,,,"Unhandled event loop exception",1333207250985
error,log,,,"Unhandled event loop exception",1333207252489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1333207252601
error,log,,,"Unhandled event loop exception",1333207253111
error,log,,,"Unhandled event loop exception",1333207253116
error,log,,,"Unhandled event loop exception",1333207260110
error,log,,,"Unhandled event loop exception",1333207260994
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1333207261177
error,log,,,"Unhandled event loop exception",1333207261699
error,log,,,"Unhandled event loop exception",1333207261704
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333207264113
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333207264279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333207290860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333207305639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333207306260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1333207315287
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333207321216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1333207324849
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333207359806
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333207369602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333207389606
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333207389870
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333207389942
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333207391404
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333207391594
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1333207403077
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1333207407365
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333207409321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333207410532
